name,date
MT126808.1,2020-02-28
MT738101.1,2020-03-13
MW495005.1,2020-03-16
PP902199.1,2020-03-18
MT350282.1,2020-03-18
MT738173.1,2020-03-20
OQ430686.1,2020-03-23
MT827202.1,2020-03-23
MT710714.1,2020-03-23
PQ085258.1,2020-03-25
PQ085556.1,2020-03-27
PQ085055.1,2020-03-30
PQ085288.1,2020-04-05
OQ430689.1,2020-04-05
MZ419856.1,2020-04-15
MZ419857.1,2020-04-15
MZ419860.1,2020-04-17
MZ419861.1,2020-04-17
MZ419862.1,2020-04-17
MW495015.1,2020-04-20
MW441768.1,2020-04-21
MW435551.1,2020-04-21
OL984054.1,2020-04-22
OL984053.1,2020-04-22
OL984058.1,2020-04-22
OL984057.1,2020-04-22
OL984055.1,2020-04-22
OL984056.1,2020-04-22
OL984061.1,2020-04-22
OL984062.1,2020-04-22
OL984059.1,2020-04-22
OL984060.1,2020-04-22
OL984064.1,2020-04-22
OL986402.1,2020-04-22
OL984063.1,2020-04-22
OL986403.1,2020-04-22
OL986404.1,2020-04-22
OL986405.1,2020-04-22
MZ419863.1,2020-04-22
MZ419864.1,2020-04-22
MZ419865.1,2020-04-24
MZ419866.1,2020-04-24
PP902293.1,2020-04-27
MW495006.1,2020-04-27
MW495017.1,2020-04-27
PQ085608.1,2020-04-28
PQ085606.1,2020-04-28
MZ419867.1,2020-04-28
MZ419868.1,2020-04-28
PQ085009.1,2020-04-29
OQ430688.1,2020-04-29
PQ085015.1,2020-04-30
PQ085629.1,2020-04-30
MZ419869.1,2020-04-30
MZ419871.1,2020-04-30
MZ419870.1,2020-04-30
MZ419859.1,2020-05-05
MZ419858.1,2020-05-05
MZ419873.1,2020-05-05
MZ419872.1,2020-05-05
MT939654.1,2020-05-07
MT754277.1,2020-05-08
MT807936.1,2020-05-08
PQ085112.1,2020-05-11
MW435552.1,2020-05-11
MW441769.1,2020-05-12
MZ419875.1,2020-05-14
MZ419874.1,2020-05-14
PQ085146.1,2020-05-15
PQ085175.1,2020-05-18
PQ085179.1,2020-05-19
PQ085180.1,2020-05-19
PP902230.1,2020-05-22
MW495010.1,2020-05-25
MW495009.1,2020-05-25
OL442145.1,2020-05-27
PP902257.1,2020-05-29
PP902210.1,2020-05-30
PQ085318.1,2020-06-01
PP902195.1,2020-06-02
MW495011.1,2020-06-03
PQ085329.1,2020-06-04
PQ085328.1,2020-06-04
MZ477859.1,2020-06-04
PQ085364.1,2020-06-05
PQ085343.1,2020-06-06
PQ085352.1,2020-06-07
PQ085350.1,2020-06-07
PQ085349.1,2020-06-07
PQ085359.1,2020-06-08
PQ085356.1,2020-06-08
PQ085376.1,2020-06-08
PQ085384.1,2020-06-08
PP902223.1,2020-06-09
PP902246.1,2020-06-09
PQ085379.1,2020-06-09
PQ085401.1,2020-06-09
MW495012.1,2020-06-09
MT939524.1,2020-06-09
PP902294.1,2020-06-10
PQ085412.1,2020-06-10
PP902208.1,2020-06-11
PP902204.1,2020-06-12
PP902200.1,2020-06-13
PP902222.1,2020-06-13
PP902279.1,2020-06-13
PP902295.1,2020-06-13
PQ085440.1,2020-06-14
PQ085442.1,2020-06-14
PQ085447.1,2020-06-15
PQ085439.1,2020-06-15
PP902233.1,2020-06-16
PQ085467.1,2020-06-17
PQ085468.1,2020-06-17
PQ085495.1,2020-06-17
PP902348.1,2020-06-19
PP902198.1,2020-06-20
PP902297.1,2020-06-20
PQ085515.1,2020-06-20
PP902298.1,2020-06-21
PP902299.1,2020-06-21
PQ085527.1,2020-06-22
PQ085530.1,2020-06-22
PQ085525.1,2020-06-22
PP902207.1,2020-06-23
PP902215.1,2020-06-23
MW495013.1,2020-06-23
MW495020.1,2020-06-23
PP902196.1,2020-06-25
PP902201.1,2020-06-25
MT939859.1,2020-06-25
PP902300.1,2020-06-26
PQ085573.1,2020-06-27
PQ085574.1,2020-06-27
PQ085575.1,2020-06-27
PQ085567.1,2020-06-27
PQ085577.1,2020-06-27
PQ085566.1,2020-06-28
