group,tag,gen_nwk,gen_fasta,n_gen_leaves,n_obs_full,rf,quartet,terminal_edit,coverage_eps2pct,mean_best_identity,combo_distance
9,matched,results/covid_tree_viz_matched/group_009_generated_matched.nwk,results/covid_tree_viz_matched/group_009_generated_matched.fasta,250,266,0.9489559164733179,0.6604717755703499,0.175275,0.98,0.9044500000000002,0.5304342168865965
9,matched,results/covid_tree_viz_matched/group_009_generated_matched_s42.nwk,results/covid_tree_viz_matched/group_009_generated_matched_s42.fasta,250,266,0.9489559164733179,0.6604717755703499,0.175275,0.98,0.9044500000000002,0.5304342168865965
36,matched,results/covid_tree_viz_matched/group_036_generated_matched.nwk,results/covid_tree_viz_matched/group_036_generated_matched.fasta,250,291,0.8903508771929824,0.6299963463623333,0.24286345698500394,0.0,0.7963914759273871,0.5419239900260485
36,matched,results/covid_tree_viz_matched/group_036_generated_matched_s42.nwk,results/covid_tree_viz_matched/group_036_generated_matched_s42.fasta,250,291,0.8903508771929824,0.6299963463623333,0.24286345698500394,0.0,0.7963914759273871,0.5419239900260485
9,matched,results/covid_tree_viz_matched/group_009_generated_matched_s43.nwk,results/covid_tree_viz_matched/group_009_generated_matched_s43.fasta,250,266,0.9814385150812065,0.6614146910221531,0.182375,0.98,0.8800499999999967,0.5492604981718849
36,matched,results/covid_tree_viz_matched/group_036_generated_matched_s43.nwk,results/covid_tree_viz_matched/group_036_generated_matched_s43.fasta,250,291,0.8991228070175439,0.6427411723424978,0.2523472770323599,0.0,0.7784277821625873,0.5530662414850723
3,matched,results/covid_tree_viz_matched/group_003_generated_matched_s43.nwk,results/covid_tree_viz_matched/group_003_generated_matched_s43.fasta,250,300,0.9505154639175257,0.5508077434460318,0.2580293739646504,0.0,0.7660649533416544,0.5627260231517606
3,matched,results/covid_tree_viz_matched/group_003_generated_matched.nwk,results/covid_tree_viz_matched/group_003_generated_matched.fasta,250,300,0.9876288659793815,0.6533929454267376,0.24833290895256688,0.0,0.7746146870718014,0.5879715266623065
3,matched,results/covid_tree_viz_matched/group_003_generated_matched_s42.nwk,results/covid_tree_viz_matched/group_003_generated_matched_s42.fasta,250,300,0.9876288659793815,0.6533929454267376,0.24833290895256688,0.0,0.7746146870718014,0.5879715266623065
