method,track,sim_regime,root_id,N,H,sample_seed,valid,tree_kl,split_kl,rf,quartet,branch_w_all,terminal_edit,runtime
phylovae_adapted,sim_JTT,JTT,NODE_0000356,16,0.004517841250000001,0,20,0.6931471605599453,62.45927064039365,0.9851851851851852,0.6586263736263737,0.0006026698409671503,0.009236969964664311,0.0
phylovae_adapted,sim_WAG,WAG,NODE_0000356,16,0.004517841250000001,0,20,0.6931471605599453,62.45927064039365,0.962962962962963,0.6445879120879121,0.0006026698409671503,0.009375,0.0
phylovae_adapted,sim_LG,LG,NODE_0000356,16,0.004517841250000001,0,20,0.6931471605599453,62.45927064039365,0.9777777777777777,0.6474725274725275,0.0006026698409671503,0.008016784452296819,0.0
phylaflow_adapted,empirical,,NODE_0000356,16,0.004517841250000001,0,20,nan,nan,0.9714285714285714,0.8746978021978022,0.0023834175730052614,0.006189266784452297,0.0
phylaflow_adapted,sim_neutral,neutral,NODE_0000356,16,0.004517841250000001,0,20,0.6931471610599452,78.27340670328523,0.964010989010989,0.6085714285714285,0.000605413119601101,0.008392226148409895,0.0
phylaflow_adapted,sim_JTT,JTT,NODE_0000356,16,0.004517841250000001,0,20,0.6931471610599452,78.27340670328523,0.9743284493284493,0.6409065934065934,0.000605413119601101,0.009303224381625442,0.0
phylaflow_adapted,sim_WAG,WAG,NODE_0000356,16,0.004517841250000001,0,20,0.6931471610599452,78.27340670328523,0.9928571428571429,0.6316483516483516,0.000605413119601101,0.009413648409893994,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000356,16,0.004517841250000001,0,20,0.6931471610599452,78.27340670328523,0.9748677248677249,0.6406318681318681,0.000605413119601101,0.008088560070671378,0.0
neutral_bd,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9961538461538462,0.6588736263736263,0.0015871247020168258,0.004422482332155477,4.022174119949341
neutral_bd,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9464285714285714,0.6207967032967033,0.0002761521061684693,0.0076634275618374555,4.022174119949341
neutral_bd,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9678571428571429,0.6510714285714285,0.0002761521061684693,0.008105123674911662,4.022174119949341
neutral_bd,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9571428571428572,0.6412087912087912,0.0002761521061684693,0.00779041519434629,4.022174119949341
neutral_bd,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9392857142857143,0.6284065934065934,0.0002761521061684693,0.008563383392226148,4.022174119949341
empirical_bd,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9769230769230769,0.6743131868131869,0.0015871247020168258,0.005350044169611308,3.881976366043091
empirical_bd,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9678571428571429,0.6055769230769231,0.0002761521061684693,0.008574425795053004,3.881976366043091
empirical_bd,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9642857142857143,0.6272527472527473,0.0002761521061684693,0.008988515901060071,3.881976366043091
empirical_bd,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9607142857142857,0.639478021978022,0.0002761521061684693,0.008657243816254417,3.881976366043091
empirical_bd,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9607142857142857,0.6456318681318681,0.0002761521061684693,0.009463339222614841,3.881976366043091
plm_prior,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9884615384615385,0.6491208791208791,0.0015871247020168258,0.005228577738515901,0.9431600570678711
plm_prior,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9535714285714286,0.6103571428571428,0.0002761521061684693,0.00842535335689046,0.9431600570678711
plm_prior,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9785714285714285,0.6559615384615385,0.0002761521061684693,0.008867049469964665,0.9431600570678711
plm_prior,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9678571428571429,0.6438461538461538,0.0002761521061684693,0.008613074204946997,0.9431600570678711
plm_prior,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,38.63670808429624,0.9642857142857143,0.63,0.0002761521061684693,0.009375,0.9431600570678711
treesbm,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9923076923076923,0.6762087912087912,0.0019441076301313575,0.0030918727915194345,507.70269775390625
treesbm,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,57.47747076300368,0.95,0.6522802197802198,0.00043702073365600865,0.006316254416961131,507.70269775390625
treesbm,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,57.47747076300368,0.9714285714285714,0.6553571428571429,0.00043702073365600865,0.006735865724381626,507.70269775390625
treesbm,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,57.47747076300368,0.9678571428571429,0.6697252747252748,0.00043702073365600865,0.00647636925795053,507.70269775390625
treesbm,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,57.47747076300368,0.9857142857142858,0.6754945054945055,0.00043702073365600865,0.007216210247349824,507.70269775390625
phylaflow,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9923076923076923,0.6746978021978022,0.0010346560295353224,0.005162323321554771,3.9472835063934326
phylaflow,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9928571428571429,0.6271703296703297,0.0016151321803968366,0.008337014134275619,3.9472835063934326
phylaflow,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9784391534391534,0.6614835164835164,0.0016151321803968366,0.008679328621908127,3.9472835063934326
phylaflow,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.975,0.6486813186813187,0.0016151321803968366,0.008458480565371025,3.9472835063934326
phylaflow,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9785714285714285,0.6642307692307692,0.0016151321803968366,0.009198321554770317,3.9472835063934326
artreeformer_adapted,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.988,0.6772802197802198,0.001666220055919847,0.004858657243816254,0.0
artreeformer_adapted,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,63.04206156026926,0.9666666666666667,0.6248626373626374,0.0006155165803564202,0.008055432862190813,0.0
artreeformer_adapted,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,63.04206156026926,0.9740740740740741,0.6368131868131868,0.0006155165803564202,0.00849160777385159,0.0
artreeformer_adapted,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,63.04206156026926,0.9703703703703703,0.6237087912087912,0.0006155165803564202,0.008204505300353358,0.0
artreeformer_adapted,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,63.04206156026926,0.9851851851851852,0.6447527472527472,0.0006155165803564202,0.00894434628975265,0.0
phylovae_adapted,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,1.0,0.6724175824175824,0.001567601375736214,0.0056923586572438165,0.0
phylovae_adapted,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,62.72539766421623,0.9481481481481482,0.6384340659340659,0.0005747777527118476,0.008938825088339222,0.0
phylovae_adapted,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,62.72539766421623,0.9777777777777777,0.651978021978022,0.0005747777527118476,0.009358436395759718,0.0
phylovae_adapted,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,62.72539766421623,0.9703703703703703,0.6399175824175825,0.0005747777527118476,0.009021643109540636,0.0
phylovae_adapted,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471605599453,62.72539766421623,0.9777777777777777,0.6573076923076923,0.0005747777527118476,0.009860865724381626,0.0
phylaflow_adapted,empirical,,NODE_0000204,16,0.004435871250000001,0,20,nan,nan,0.9918333333333333,0.6422252747252747,0.0016752115414984407,0.004737190812720848,0.0
phylaflow_adapted,sim_neutral,neutral,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9604497354497354,0.6262912087912088,0.0005855415014436176,0.007933966431095407,0.0
phylaflow_adapted,sim_JTT,JTT,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9857142857142858,0.6512637362637362,0.0005855415014436176,0.008392226148409895,0.0
phylaflow_adapted,sim_WAG,WAG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9857142857142858,0.6569505494505494,0.0005855415014436176,0.008055432862190813,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000204,16,0.004435871250000001,0,20,0.6931471610599452,78.53953372710788,0.9637464387464387,0.6098901098901098,0.0005855415014436176,0.008905697879858657,0.0
neutral_bd,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.9846153846153847,0.6573076923076923,0.0007413345028667714,0.02127042844522968,4.012497425079346
neutral_bd,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9642857142857143,0.6321153846153846,0.0005989504466791595,0.01642005300353357,4.012497425079346
neutral_bd,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9642857142857143,0.6346703296703297,0.0005989504466791595,0.017264796819787986,4.012497425079346
neutral_bd,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9642857142857143,0.6360164835164835,0.0005989504466791595,0.017215106007067136,4.012497425079346
neutral_bd,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9857142857142858,0.6422802197802198,0.0005989504466791595,0.018799690812720846,4.012497425079346
empirical_bd,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.9769230769230769,0.6764835164835165,0.0007413345028667714,0.021723166961130743,3.8896772861480713
empirical_bd,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9285714285714286,0.5857967032967033,0.0005989504466791595,0.016795494699646644,3.8896772861480713
empirical_bd,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9392857142857143,0.6339010989010989,0.0005989504466791595,0.017745141342756184,3.8896772861480713
empirical_bd,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9428571428571428,0.6099450549450549,0.0005989504466791595,0.01743043286219081,3.8896772861480713
empirical_bd,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9678571428571429,0.6457142857142857,0.0005989504466791595,0.01933524734982332,3.8896772861480713
plm_prior,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.9884615384615385,0.6636263736263737,0.0007413345028667714,0.021993705830388694,1.4163639545440674
plm_prior,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9785714285714285,0.642967032967033,0.0005989504466791595,0.017198542402826856,1.4163639545440674
plm_prior,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.925,0.6228571428571429,0.0005989504466791595,0.01818131625441696,1.4163639545440674
plm_prior,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9535714285714286,0.636043956043956,0.0005989504466791595,0.01802672261484099,1.4163639545440674
plm_prior,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,42.597516564757946,0.9678571428571429,0.6335714285714286,0.0005989504466791595,0.019622349823321554,1.4163639545440674
treesbm,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.9846153846153847,0.6830769230769231,0.0007305116171916504,0.017000469302120142,510.6235182285309
treesbm,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,57.44585709615954,0.9821428571428572,0.6677197802197803,0.000848641123427803,0.012201855123674912,510.6235182285309
treesbm,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,57.44585709615954,0.9857142857142858,0.668543956043956,0.000848641123427803,0.01308524734982332,510.6235182285309
treesbm,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,57.44585709615954,0.9642857142857143,0.6670879120879121,0.000848641123427803,0.012969302120141343,510.6235182285309
treesbm,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,57.44585709615954,0.975,0.6463461538461538,0.000848641123427803,0.014587014134275617,510.6235182285309
phylaflow,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,1.0,0.6830494505494505,0.0037598380452130665,0.02091707155477032,4.048189163208008
phylaflow,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9747354497354498,0.6523076923076923,0.0032610838408622983,0.016464222614840988,4.048189163208008
phylaflow,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.989010989010989,0.6568406593406594,0.0032610838408622983,0.01727583922261484,4.048189163208008
phylaflow,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9818783068783069,0.6383241758241758,0.0032610838408622983,0.017043948763250882,4.048189163208008
phylaflow,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9891534391534391,0.6774175824175824,0.0032610838408622983,0.018600927561837455,4.048189163208008
artreeformer_adapted,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.992,0.6656593406593406,0.0015094259064508363,0.0206134054770318,0.0
artreeformer_adapted,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,63.13567518341723,0.9851851851851852,0.6544230769230769,0.0014088249834412869,0.01612190812720848,0.0
artreeformer_adapted,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,63.13567518341723,0.9777777777777777,0.649010989010989,0.0014088249834412869,0.016928003533568905,0.0
artreeformer_adapted,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,63.13567518341723,0.9740740740740741,0.6324175824175824,0.0014088249834412869,0.016657464664310954,0.0
artreeformer_adapted,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,63.13567518341723,0.9666666666666667,0.6382417582417582,0.0014088249834412869,0.018507067137809186,0.0
phylovae_adapted,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.988,0.6760164835164835,0.001546072047561448,0.02116897636925795,0.0
phylovae_adapted,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,62.819011287364205,0.9777777777777777,0.657967032967033,0.0013676470430487137,0.01705499116607774,0.0
phylovae_adapted,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,62.819011287364205,0.9703703703703703,0.6502472527472527,0.0013676470430487137,0.017971510600706713,0.0
phylovae_adapted,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,62.819011287364205,0.9703703703703703,0.6350274725274725,0.0013676470430487137,0.017761704946996467,0.0
phylovae_adapted,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471605599453,62.819011287364205,0.9666666666666667,0.6333791208791208,0.0013676470430487137,0.019263471731448763,0.0
phylaflow_adapted,empirical,,NODE_0000000,16,0.008787058124999999,0,20,nan,nan,0.9844615384615385,0.6606043956043957,0.0014239173254584046,0.021091679549469965,0.0
phylaflow_adapted,sim_neutral,neutral,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9746031746031746,0.644532967032967,0.0013073337062961513,0.01677340989399293,0.0
phylaflow_adapted,sim_JTT,JTT,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9708892958892958,0.6432692307692308,0.0013073337062961513,0.01770649293286219,0.0
phylaflow_adapted,sim_WAG,WAG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9675925925925926,0.6347252747252747,0.0013073337062961513,0.01764023851590106,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000000,16,0.008787058124999999,0,20,0.6931471610599452,78.63314735025575,0.9854497354497355,0.6488186813186814,0.0013073337062961513,0.019208259717314487,0.0
neutral_bd,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9678571428571429,0.6686538461538462,1.2269605525398717e-05,0.00011042402826855124,4.172396421432495
neutral_bd,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7392857142857143,0.3461813186813187,6.44168317437563e-06,0.00013250883392226147,4.172396421432495
neutral_bd,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7535714285714286,0.34233516483516485,6.44168317437563e-06,0.0003588780918727915,4.172396421432495
neutral_bd,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7821428571428571,0.3536813186813187,6.44168317437563e-06,0.0002429328621908127,4.172396421432495
neutral_bd,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7785714285714286,0.3683791208791209,6.44168317437563e-06,0.0001877208480565371,4.172396421432495
empirical_bd,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9678571428571429,0.6686538461538462,1.2269605525398717e-05,0.00011042402826855124,4.025828838348389
empirical_bd,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7392857142857143,0.3461813186813187,6.44168317437563e-06,0.00013250883392226147,4.025828838348389
empirical_bd,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.75,0.34167582417582415,6.44168317437563e-06,0.0003588780918727915,4.025828838348389
empirical_bd,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7821428571428571,0.3534065934065934,6.44168317437563e-06,0.00024293286219081273,4.025828838348389
empirical_bd,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7785714285714286,0.3683791208791209,6.44168317437563e-06,0.0001877208480565371,4.025828838348389
plm_prior,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9678571428571429,0.6686538461538462,1.2269605525398717e-05,0.0001159452296819788,0.05649709701538086
plm_prior,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7428571428571429,0.34785714285714286,6.44168317437563e-06,0.00013803003533568905,0.05649709701538086
plm_prior,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.75,0.34167582417582415,6.44168317437563e-06,0.0003643992932862191,0.05649709701538086
plm_prior,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7821428571428571,0.3536813186813187,6.44168317437563e-06,0.00024845406360424026,0.05649709701538086
plm_prior,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,41.94047657276201,0.7785714285714286,0.3683791208791209,6.44168317437563e-06,0.00019324204946996466,0.05649709701538086
treesbm,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9821428571428572,0.6675274725274725,1.9542424104141542e-05,0.00014907243816254416,494.4050409793854
treesbm,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,57.552475917153814,0.8,0.491510989010989,1.0700396422221254e-05,0.0001711572438162544,494.4050409793854
treesbm,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,57.552475917153814,0.8071428571428572,0.4979120879120879,1.0700396422221254e-05,0.00039752650176678447,494.4050409793854
treesbm,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,57.552475917153814,0.7928571428571428,0.49423076923076925,1.0700396422221254e-05,0.0002815812720848056,494.4050409793854
treesbm,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,57.552475917153814,0.7821428571428571,0.48892857142857143,1.0700396422221254e-05,0.00022636925795053002,494.4050409793854
phylaflow,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9748677248677249,0.6751923076923076,3.241401280645103e-05,6.073321554770318e-05,3.9325549602508545
phylaflow,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8265567765567765,0.4086263736263736,4.0861528131820626e-05,8.281802120141342e-05,3.9325549602508545
phylaflow,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.819017094017094,0.4157692307692308,4.0861528131820626e-05,0.00030918727915194347,3.9325549602508545
phylaflow,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8663919413919414,0.44087912087912084,4.0861528131820626e-05,0.00019324204946996466,3.9325549602508545
phylaflow,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8408424908424909,0.42554945054945054,4.0861528131820626e-05,0.00013250883392226147,3.9325549602508545
artreeformer_adapted,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9925925925925926,0.6993681318681318,1.6422375831333526e-05,6.625441696113074e-05,0.0
artreeformer_adapted,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,63.130569403383696,0.8,0.3985989010989011,1.529331288300956e-05,8.833922261484099e-05,0.0
artreeformer_adapted,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,63.130569403383696,0.8074074074074075,0.4088186813186813,1.529331288300956e-05,0.000314708480565371,0.0
artreeformer_adapted,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,63.130569403383696,0.8,0.4158791208791209,1.529331288300956e-05,0.0001987632508833922,0.0
artreeformer_adapted,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,63.130569403383696,0.8148148148148149,0.4195604395604396,1.529331288300956e-05,0.0001435512367491166,0.0
phylovae_adapted,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9740740740740741,0.6843131868131869,1.4405932121261572e-05,0.0001435512367491166,0.0
phylovae_adapted,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,62.81390550733067,0.8555555555555555,0.4775274725274725,1.5224851133140101e-05,0.00016563604240282687,0.0
phylovae_adapted,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,62.81390550733067,0.837037037037037,0.48074175824175824,1.5224851133140101e-05,0.0003920053003533569,0.0
phylovae_adapted,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,62.81390550733067,0.8629629629629629,0.47255494505494505,1.5224851133140101e-05,0.0002760600706713781,0.0
phylovae_adapted,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471605599453,62.81390550733067,0.8518518518518519,0.49637362637362636,1.5224851133140101e-05,0.00022084805653710247,0.0
phylaflow_adapted,empirical,,NODE_0000196,16,0.00011200000000000004,0,20,nan,nan,0.9748677248677249,0.6751923076923076,1.6499025053118352e-05,0.00017667844522968197,0.0
phylaflow_adapted,sim_neutral,neutral,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8265567765567765,0.4086263736263736,1.3602318011800102e-05,0.00019876325088339223,0.0
phylaflow_adapted,sim_JTT,JTT,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8225885225885226,0.41876373626373625,1.3602318011800102e-05,0.00042513250883392226,0.0
phylaflow_adapted,sim_WAG,WAG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8663919413919414,0.44087912087912084,1.3602318011800102e-05,0.00030918727915194347,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000196,16,0.00011200000000000004,0,20,0.6931471610599452,78.62804157022227,0.8408424908424909,0.42934065934065935,1.3602318011800102e-05,0.00025397526501766784,0.0
neutral_bd,empirical,,NODE_0000153,16,0.000232,0,20,nan,nan,0.9428571428571428,0.6502472527472527,2.579418015653625e-05,0.0002594964664310954,4.071359872817993
neutral_bd,sim_neutral,neutral,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7892857142857143,0.3626098901098901,1.4720030850658367e-05,0.0003809628975265018,4.071359872817993
neutral_bd,sim_JTT,JTT,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.8035714285714286,0.40928571428571425,1.4720030850658367e-05,0.0006459805653710247,4.071359872817993
neutral_bd,sim_WAG,WAG,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7928571428571428,0.3747802197802198,1.4720030850658367e-05,0.000403047703180212,4.071359872817993
neutral_bd,sim_LG,LG,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7857142857142857,0.38054945054945055,1.4720030850658367e-05,0.0004472173144876325,4.071359872817993
empirical_bd,empirical,,NODE_0000153,16,0.000232,0,20,nan,nan,0.9428571428571428,0.6502472527472527,2.579418015653625e-05,0.0002981448763250883,3.896716356277466
empirical_bd,sim_neutral,neutral,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7821428571428571,0.3605769230769231,1.4720030850658367e-05,0.0004196113074204947,3.896716356277466
empirical_bd,sim_JTT,JTT,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.8071428571428572,0.4068131868131868,1.4720030850658367e-05,0.0006846289752650177,3.896716356277466
empirical_bd,sim_WAG,WAG,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7928571428571428,0.3747802197802198,1.4720030850658367e-05,0.00044169611307420494,3.896716356277466
empirical_bd,sim_LG,LG,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7892857142857143,0.3809065934065934,1.4720030850658367e-05,0.00048586572438162547,3.896716356277466
plm_prior,empirical,,NODE_0000153,16,0.000232,0,20,nan,nan,0.9428571428571428,0.6502472527472527,2.579418015653625e-05,0.00022084805653710247,0.08785510063171387
plm_prior,sim_neutral,neutral,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.7821428571428571,0.3605769230769231,1.4720030850658367e-05,0.00034231448763250884,0.08785510063171387
plm_prior,sim_JTT,JTT,NODE_0000153,16,0.000232,0,20,0.6931471605599453,43.86292675955619,0.8107142857142857,0.4075824175824176,1.4720030850658367e-05,0.0006073321554770318,0.08785510063171387
