method,track,sim_regime,root_id,N,H,sample_seed,valid,tree_kl,split_kl,rf,quartet,branch_w_all,terminal_edit,runtime
phylaflow_adapted,sim_WAG,WAG,NODE_0000000,16,0.010315698124999998,0,20,0.6931471610599452,78.63314735025575,0.9784391534391534,0.6593681318681319,0.0015347639301963201,0.01965547703180212,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000000,16,0.010315698124999998,0,20,0.6931471610599452,78.63314735025575,0.975,0.6399175824175825,0.0015347639301963201,0.018854902826855122,0.0
neutral_bd,empirical,,NODE_0000235,16,0.0012566343750000002,0,20,nan,nan,0.9964285714285714,0.6320604395604396,0.00015489382552418414,0.0024734982332155478,4.061738967895508
neutral_bd,sim_neutral,neutral,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9035714285714286,0.5094780219780219,7.56244607455729e-05,0.0020318021201413427,4.061738967895508
neutral_bd,sim_JTT,JTT,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9107142857142857,0.522967032967033,7.56244607455729e-05,0.002103577738515901,4.061738967895508
neutral_bd,sim_WAG,WAG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.8607142857142858,0.5113736263736264,7.56244607455729e-05,0.0025121466431095407,4.061738967895508
neutral_bd,sim_LG,LG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9,0.5222802197802198,7.56244607455729e-05,0.0025231890459363956,4.061738967895508
empirical_bd,empirical,,NODE_0000235,16,0.0012566343750000002,0,20,nan,nan,0.9964285714285714,0.6127747252747253,0.00015489382552418414,0.0025176678445229684,3.9164750576019287
empirical_bd,sim_neutral,neutral,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9035714285714286,0.5218956043956043,7.56244607455729e-05,0.0020980565371024737,3.9164750576019287
empirical_bd,sim_JTT,JTT,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9178571428571428,0.534010989010989,7.56244607455729e-05,0.0020980565371024737,3.9164750576019287
empirical_bd,sim_WAG,WAG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9035714285714286,0.5239010989010989,7.56244607455729e-05,0.0025673586572438163,3.9164750576019287
empirical_bd,sim_LG,LG,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.8964285714285715,0.5367032967032968,7.56244607455729e-05,0.0025728798586572435,3.9164750576019287
plm_prior,empirical,,NODE_0000235,16,0.0012566343750000002,0,20,nan,nan,1.0,0.6081593406593406,0.00015489382552418414,0.002572879858657244,0.3816859722137451
plm_prior,sim_neutral,neutral,NODE_0000235,16,0.0012566343750000002,0,20,0.6931471605599453,44.17379380354474,0.9035714285714286,0.5162362637362637,7.56244607455729e-05,0.0021367049469964666,0.3816859722137451
