method,n_roots,tree_kl,tree_kl_unc,split_kl,split_kl_unc,rf,rf_unc,quartet,quartet_unc,branch_w_all,branch_w_all_unc,terminal_edit,terminal_edit_unc
neutral_bd,37,0.6931471605599454,8.804641301797746e-18,104.82612055239198,0.12702507956509074,0.9443264674887718,0.0038735340583013742,0.590598790322581,0.008357953823754271,0.0003083441079295828,3.0384012579967093e-05,0.008475344621218595,0.0005090204665909334
empirical_bd,37,0.6931471605599454,8.804641301797746e-18,104.82612055239198,0.12702507956509074,0.944483179464274,0.0038385599745305206,0.5903843437152397,0.008336340827874154,0.0003083441079295828,3.0384012579967093e-05,0.008710767118091189,0.0005125978489476133
plm_prior,37,0.6931471605599454,8.804641301797746e-18,104.82612055239198,0.12702507956509074,0.9453869873690302,0.003837827819678003,0.591570286429366,0.008351766032001209,0.0003083441079295828,3.0384012579967093e-05,0.008534142575113292,0.0005092860597906088
artreeformer_adapted,36,0.6931471605599454,8.917525927715207e-18,133.65745710683376,0.014439717164596187,0.9697755844637185,0.0021858952202309357,0.6287929893613986,0.0055199774061277,0.0005069715222731497,3.259519289887944e-05,0.009031000979308057,0.0005162532458310586
phylovae_adapted,36,0.6931471605599454,8.917525927715207e-18,127.98819189183875,0.014439717164596027,0.9690785476884921,0.002120753908908526,0.6274625367217131,0.005670288853145662,0.0005373687642172564,3.327408790338143e-05,0.008766771146078696,0.0005151917968897462
phylaflow,36,0.6931471605599454,8.917525927715207e-18,156.43405754225523,0.014439717164598296,0.9784196594521012,0.001969769348450994,0.6294372094349849,0.00681218581527555,0.0010696460342487619,4.717265274925296e-05,0.00870200492689659,0.0005080160749866322
phylaflow_adapted,36,0.6931471605599454,8.917525927715207e-18,156.43405754225523,0.014439717164598296,0.9741356239068601,0.001948899894845861,0.6156664384929124,0.006753648582023325,0.0005265578135233537,3.340179843316421e-05,0.008839829602751908,0.0005172647328117458
treesbm,36,0.6931471605599454,8.917525927715207e-18,120.98625561853311,0.0294783623349064,0.9582921165222339,0.0031608656648329575,0.6461066712301419,0.004687867146500026,0.00046709648188599835,3.30781204309081e-05,0.006750071310193153,0.0004650075641595819
