method,n_roots,tree_kl,tree_kl_unc,split_kl,split_kl_unc,rf,rf_unc,quartet,quartet_unc,branch_w_all,branch_w_all_unc,terminal_edit,terminal_edit_unc
neutral_bd,111,0.693147160559936,3.944424175370147e-16,60.640350964831704,1.1834514810958847,0.9280675261533372,0.002401690871506197,0.58433183648149,0.004276607081572712,0.00031449484158742146,1.5902003333621375e-05,0.008170533748424157,0.0008181594135493626
empirical_bd,111,0.693147160559936,3.944424175370147e-16,60.640350964831704,1.1834514810958847,0.9285601845495356,0.00239499824629397,0.5854177010300999,0.004258885333265212,0.00031449484158742146,1.5902003333621375e-05,0.008402779329226149,0.0008181115444155541
plm_prior,111,0.693147160559936,3.944424175370147e-16,60.640350964831704,1.1834514810958847,0.9297198320810067,0.002389220865650253,0.5867088965936331,0.0042473164240643116,0.00031449484158742146,1.5902003333621375e-05,0.008353747328834264,0.0008183778141317282
artreeformer_adapted,110,0.693147160559936,3.958612797355959e-16,82.74713587606024,1.3495893845624427,0.9559722076601211,0.0016927340648459897,0.6148828222977,0.003273313950170013,0.0005307318035861548,1.8462748313552637e-05,0.008357200585713138,0.0008211348319359388
phylovae_adapted,110,0.693147160559936,3.958612797355959e-16,80.92866297685076,1.2475130455587762,0.9580385697310384,0.001586486825282737,0.6237768236876728,0.0029469866973621073,0.0005203078615167622,1.787764973990873e-05,0.008336787587481319,0.0008220282695470176
phylaflow,110,0.6931471609196549,9.535444781763956e-12,100.28695338444383,1.488405955692853,0.962891525447856,0.0016490232190347488,0.6209638830172158,0.003553164029365334,0.0010765669797697728,2.933490096146642e-05,0.008270244976474224,0.0008214327952426828
phylaflow_adapted,110,0.6931471609196549,9.535444781763956e-12,100.28695338444383,1.488405955692853,0.9582412574056534,0.001613135893411579,0.6086140556732822,0.003519696702366766,0.0005198994019658399,1.8396860362849332e-05,0.008277247042469205,0.0008225760793026811
treesbm,110,0.693147160559936,3.958612797355959e-16,75.20870302347461,1.2135638029228653,0.9430826808882853,0.001964271160508321,0.6335737667954601,0.0027339237752789353,0.00044518092841671036,1.841634353247496e-05,0.006685829861579885,0.0008167256160450678
