group,tag,gen_nwk,gen_fasta,n_gen_leaves,n_obs_full,rf,quartet,terminal_edit,coverage_eps2pct,mean_best_identity,combo_distance
40,matched,results/h3n2_tree_viz_matched/group_040_generated_matched.nwk,results/h3n2_tree_viz_matched/group_040_generated_matched.fasta,250,399,1.0,0.7369635029605165,0.12397173144876325,0.0,0.9111943462897545,0.5450230766808263
40,matched,results/h3n2_tree_viz_matched/group_040_generated_matched_s42.nwk,results/h3n2_tree_viz_matched/group_040_generated_matched_s42.fasta,250,399,1.0,0.7369635029605165,0.12397173144876325,0.0,0.9111943462897545,0.5450230766808263
55,matched,results/h3n2_tree_viz_matched/group_055_generated_matched.nwk,results/h3n2_tree_viz_matched/group_055_generated_matched.fasta,250,400,1.0,0.7316050483768691,0.12358303886925795,0.0,0.9045441696113075,0.5452342024862123
55,matched,results/h3n2_tree_viz_matched/group_055_generated_matched_s42.nwk,results/h3n2_tree_viz_matched/group_055_generated_matched_s42.fasta,250,400,1.0,0.7316050483768691,0.12358303886925795,0.0,0.9045441696113075,0.5452342024862123
